tmdb_id,nominee,year,festival,category,won,movie_title,Unnamed: 7,Unnamed: 8,Unnamed: 9
31246,Thom Noble,1985,Academy Awards,Best Film Editing,TRUE,Witness,,,
31248,Claire Simpson,1986,Academy Awards,Best Film Editing,TRUE,Platoon,,,
30881,Gabriella Cristiani,1987,Academy Awards,Best Film Editing,TRUE,The Last Emperor,,,
31258,Arthur Schmidt,1988,Academy Awards,Best Film Editing,TRUE,Who Framed Roger Rabbit,,,
32342,David Brenner; Joe Hutshing,1989,Academy Awards,Best Film Editing,TRUE,Born on the Fourth of July,,,
30884,Neil Travis,1990,Academy Awards,Best Film Editing,TRUE,Dances with Wolves,,,
31267,Joe Hutshing; Pietro Scalia,1991,Academy Awards,Best Film Editing,TRUE,JFK,,,
32343,Joel Cox,1992,Academy Awards,Best Film Editing,TRUE,Unforgiven,,,
30887,Michael Kahn,1993,Academy Awards,Best Film Editing,TRUE,Schindler's List,,,
31279,Arthur Schmidt,1994,Academy Awards,Best Film Editing,TRUE,Forrest Gump,,,
32344,Mike Hill; Daniel P. Hanley,1995,Academy Awards,Best Film Editing,TRUE,Apollo 13,,,
30890,Walter Murch,1996,Academy Awards,Best Film Editing,TRUE,The English Patient,,,
30891,Conrad Buff; James Cameron; Richard A. Harris,1997,Academy Awards,Best Film Editing,TRUE,Titanic,,,
30892,Michael Kahn,1998,Academy Awards,Best Film Editing,TRUE,Saving Private Ryan,,,
32345,Zach Staenberg,1999,Academy Awards,Best Film Editing,TRUE,The Matrix,,,
32346,Stephen Mirrione,2000,Academy Awards,Best Film Editing,TRUE,Traffic,,,
31308,Pietro Scalia,2001,Academy Awards,Best Film Editing,TRUE,Black Hawk Down,,,
31311,Martin Walsh,2002,Academy Awards,Best Film Editing,TRUE,Chicago,,,
32347,Jamie Selkirk,2003,Academy Awards,Best Film Editing,TRUE,The Lord of the Rings: The Return of the King,,,
30898,Thelma Schoonmaker,2004,Academy Awards,Best Film Editing,TRUE,The Aviator,,,
32348,Hughes Winborne,2005,Academy Awards,Best Film Editing,TRUE,Crash,,,
32349,Thelma Schoonmaker,2006,Academy Awards,Best Film Editing,TRUE,The Departed,,,
32350,Christopher Rouse,2007,Academy Awards,Best Film Editing,TRUE,The Bourne Ultimatum,,,
30902,Chris Dickens,2008,Academy Awards,Best Film Editing,TRUE,Slumdog Millionaire,,,
31340,Chris Innis; Bob Murawski,2009,Academy Awards,Best Film Editing,TRUE,The Hurt Locker,,,
31345,Kirk Baxter; Angus Wall,2010,Academy Awards,Best Film Editing,TRUE,The Social Network,,,
31348,Kirk Baxter; Angus Wall,2011,Academy Awards,Best Film Editing,TRUE,The Girl with the Dragon Tattoo,,,
32351,William Goldenberg,2012,Academy Awards,Best Film Editing,TRUE,Argo,,,
30907,Alfonso Cuarón; Mark Sanger,2013,Academy Awards,Best Film Editing,TRUE,Gravity,,,
32352,Tom Cross,2014,Academy Awards,Best Film Editing,TRUE,Whiplash,,,
31365,Margaret Sixel,2015,Academy Awards,Best Film Editing,TRUE,Mad Max: Fury Road,,,
32353,John Gilbert,2016,Academy Awards,Best Film Editing,TRUE,Hacksaw Ridge,,,
32354,Lee Smith,2017,Academy Awards,Best Film Editing,TRUE,Dunkirk,,,
32355,John Ottman,2018,Academy Awards,Best Film Editing,TRUE,Bohemian Rhapsody,,,
32356,Michael McCusker; Andrew Buckland,2019,Academy Awards,Best Film Editing,TRUE,Ford v Ferrari,,,
32357,Mikkel E.G. Nielsen,2020,Academy Awards,Best Film Editing,TRUE,Sound of Metal,,,
30915,Joe Walker,2021,Academy Awards,Best Film Editing,TRUE,Dune,,,
32358,Eddie Hamilton,2022,Academy Awards,Best Film Editing,TRUE,Top Gun: Maverick,,,
30917,Jennifer Lame,2023,Academy Awards,Best Film Editing,TRUE,Oppenheimer,,,
31398,Robbie Ryan,2024,Academy Awards,Best Film Editing,TRUE,Poor Things,,,
30404,Sean Baker,2025,Academy Awards,Best Film Editing,TRUE,Anora,,,
32268,Andy Jurgensen,2026,Academy Awards,Best Film Editing,TRUE,One Battle After Another,,,
