,,,,,,,
tmdb_id,nominee,year,festival,category,won,movie_title,
20653,Ingrid Thulin,1973,BAFTA,Best Supporting Actress,FALSE,Cries and Whispers,
16155,John Gielgud,1974,BAFTA,Best Supporting Actor,TRUE,Murder on the Orient Express,
10855,Adam Faith,1974,BAFTA,Best Supporting Actor,FALSE,Stardust,
15132,John Huston,1974,BAFTA,Best Supporting Actor,FALSE,Chinatown,
11118,Randy Quaid,1974,BAFTA,Best Supporting Actor,FALSE,The Last Detail,
20292,Ingrid Bergman,1974,BAFTA,Best Supporting Actress,TRUE,Murder on the Orient Express,
20291,Sylvia Sidney,1974,BAFTA,Best Supporting Actress,FALSE,Summer Wishes Winter Dreams,
10856,Sylvia Syms,1974,BAFTA,Best Supporting Actress,FALSE,The Tamarind Seed,
20289,Cindy Williams,1974,BAFTA,Best Supporting Actress,FALSE,American Graffiti,
1833,Fred Astaire,1975,BAFTA,Best Supporting Actor,TRUE,The Towering Inferno,
19124,Martin Balsam,1975,BAFTA,Best Supporting Actor,FALSE,The Taking of Pelham One Two Three,
11122,Burgess Meredith,1975,BAFTA,Best Supporting Actor,FALSE,The Day of the Locust,
10857,Jack Warden,1975,BAFTA,Best Supporting Actor,FALSE,Shampoo,
20294,Diane Ladd,1975,BAFTA,Best Supporting Actress,TRUE,Alice Doesn't Live Here Anymore,
20296,Ronee Blakley,1975,BAFTA,Best Supporting Actress,FALSE,Nashville,
10858,Lelia Goldoni,1975,BAFTA,Best Supporting Actress,FALSE,Alice Doesn't Live Here Anymore,
10859,Gwen Welles,1975,BAFTA,Best Supporting Actress,FALSE,Nashville,
11121,Brad Dourif,1976,BAFTA,Best Supporting Actor,TRUE,One Flew Over the Cuckoo's Nest,
19124,Martin Balsam,1976,BAFTA,Best Supporting Actor,FALSE,All the President's Men,
10860,Michael Hordern,1976,BAFTA,Best Supporting Actor,FALSE,The Slipper and the Rose,
13570,Jason Robards,1976,BAFTA,Best Supporting Actor,FALSE,All the President's Men,
20302,Jodie Foster,1976,BAFTA,Best Supporting Actress,TRUE,Bugsy Malone,
20302,Jodie Foster,1976,BAFTA,Best Supporting Actress,FALSE,Taxi Driver,
10861,Annette Crosbie,1976,BAFTA,Best Supporting Actress,FALSE,The Slipper and the Rose,
20264,Vivien Merchant,1976,BAFTA,Best Supporting Actress,FALSE,The Homecoming,
10833,Billie Whitelaw,1976,BAFTA,Best Supporting Actress,FALSE,The Omen,
10844,Edward Fox,1977,BAFTA,Best Supporting Actor,TRUE,A Bridge Too Far,
10862,Colin Blakely,1977,BAFTA,Best Supporting Actor,FALSE,Equus,
1101,Robert Duvall,1977,BAFTA,Best Supporting Actor,FALSE,Network,
10863,Zero Mostel,1977,BAFTA,Best Supporting Actor,FALSE,The Front,
10864,Jenny Agutter,1977,BAFTA,Best Supporting Actress,TRUE,Equus,
10865,Geraldine Chaplin,1977,BAFTA,Best Supporting Actress,FALSE,Welcome to L.A.,
20347,Joan Plowright,1977,BAFTA,Best Supporting Actress,FALSE,Equus,
20311,Shelley Winters,1977,BAFTA,Best Supporting Actress,FALSE,Next Stop Greenwich Village,
11132,John Hurt,1978,BAFTA,Best Supporting Actor,TRUE,Midnight Express,
182,Gene Hackman,1978,BAFTA,Best Supporting Actor,FALSE,Superman,
13570,Jason Robards,1978,BAFTA,Best Supporting Actor,FALSE,Julia,
20650,François Truffaut,1978,BAFTA,Best Supporting Actor,FALSE,Close Encounters of the Third Kind,
20215,Geraldine Page,1978,BAFTA,Best Supporting Actress,TRUE,Interiors,
20187,Angela Lansbury,1978,BAFTA,Best Supporting Actress,FALSE,Death on the Nile,
20259,Maggie Smith,1978,BAFTA,Best Supporting Actress,FALSE,Death on the Nile,
10866,Mona Washbourne,1978,BAFTA,Best Supporting Actress,FALSE,Stevie,
10867,Rachel Roberts,1979,BAFTA,Best Supporting Actress,TRUE,Yanks,
10868,Lisa Eichhorn,1979,BAFTA,Best Supporting Actress,FALSE,The Europeans,
10869,Mariel Hemingway,1979,BAFTA,Best Supporting Actress,FALSE,Manhattan,
20301,Meryl Streep,1979,BAFTA,Best Supporting Actress,FALSE,Manhattan,
10830,Ian Holm,1981,BAFTA,Best Supporting Actor,TRUE,Chariots of Fire,
11155,Denholm Elliott,1981,BAFTA,Best Supporting Actor,FALSE,Chariots of Fire,
11132,John Hurt,1981,BAFTA,Best Supporting Actor,FALSE,Raiders of the Lost Ark,
11247,Nigel Havers,1981,BAFTA,Best Supporting Actor,FALSE,Chariots of Fire,
20236,Maureen Stapleton,1981,BAFTA,Best Supporting Actress,TRUE,Reds,
20301,Meryl Streep,1981,BAFTA,Best Supporting Actress,FALSE,The French Lieutenant's Woman,
20321,Elizabeth McGovern,1981,BAFTA,Best Supporting Actress,FALSE,Ragtime,
20358,Jessica Tandy,1981,BAFTA,Best Supporting Actress,FALSE,Atlantic City,
112,Michael Caine,1982,BAFTA,Best Supporting Actor,TRUE,Educating Rita,
11155,Denholm Elliott,1982,BAFTA,Best Supporting Actor,FALSE,Gandhi,
10844,Edward Fox,1982,BAFTA,Best Supporting Actor,FALSE,Gandhi,
10146,Ralph Richardson,1982,BAFTA,Best Supporting Actor,FALSE,Greystoke,
20455,Jennifer Jason Leigh,1982,BAFTA,Best Supporting Actress,TRUE,Fast Times at Ridgemont High,
20349,Michelle Pfeiffer,1982,BAFTA,Best Supporting Actress,FALSE,Grease 2,
20322,Jessica Lange,1982,BAFTA,Best Supporting Actress,FALSE,Tootsie,
20324,Teri Garr,1982,BAFTA,Best Supporting Actress,FALSE,Tootsie,
11155,Denholm Elliott,1983,BAFTA,Best Supporting Actor,TRUE,Trading Places,
217,Tommy Lee Jones,1983,BAFTA,Best Supporting Actor,FALSE,The Fugitive,
11132,John Hurt,1983,BAFTA,Best Supporting Actor,FALSE,1984,
10851,Arthur Lowe,1983,BAFTA,Best Supporting Actor,FALSE,Trading Places,
20334,Anjelica Huston,1983,BAFTA,Best Supporting Actress,TRUE,Prizzi's Honor,
20323,Glenn Close,1983,BAFTA,Best Supporting Actress,FALSE,The Big Chill,
20328,Cher,1983,BAFTA,Best Supporting Actress,FALSE,Silkwood,
20338,Oprah Winfrey,1983,BAFTA,Best Supporting Actress,FALSE,The Color Purple,
11155,Denholm Elliott,1984,BAFTA,Best Supporting Actor,TRUE,A Private Function,
11154,Willem Dafoe,1984,BAFTA,Best Supporting Actor,FALSE,Platoon,
10146,Ralph Richardson,1984,BAFTA,Best Supporting Actor,FALSE,Greystoke,
11132,John Hurt,1984,BAFTA,Best Supporting Actor,FALSE,The Hit,
20331,Peggy Ashcroft,1984,BAFTA,Best Supporting Actress,TRUE,A Passage to India,
20323,Glenn Close,1984,BAFTA,Best Supporting Actress,FALSE,The Natural,
20332,Lindsay Crouse,1984,Academy Awards,Best Supporting Actress,FALSE,Places in the Heart,
20333,Christine Lahti,1984,BAFTA,Best Supporting Actress,FALSE,Swing Shift,
11155,Denholm Elliott,1985,BAFTA,Best Supporting Actor,TRUE,Defence of the Realm,
10112,Michael Caine,1985,BAFTA,Best Supporting Actor,FALSE,Hannah and Her Sisters,
10844,Edward Fox,1985,BAFTA,Best Supporting Actor,FALSE,The Shooting Party,
11247,Nigel Havers,1985,BAFTA,Best Supporting Actor,FALSE,The Shooting Party,
20294,Dianne Wiest,1985,BAFTA,Best Supporting Actress,TRUE,Hannah and Her Sisters,
20335,Margaret Avery,1985,BAFTA,Best Supporting Actress,FALSE,The Color Purple,
20336,Amy Madigan,1985,BAFTA,Best Supporting Actress,FALSE,Twice in a Lifetime,
20337,Meg Tilly,1985,BAFTA,Best Supporting Actress,FALSE,Agnes of God,
10132,Alan Rickman,1991,BAFTA,Best Supporting Actor,TRUE,Robin Hood: Prince of Thieves,
11162,River Phoenix,1991,BAFTA,Best Supporting Actor,FALSE,My Own Private Idaho,
10146,Ralph Richardson,1991,BAFTA,Best Supporting Actor,FALSE,The Long Day Closes,
11115,Al Pacino,1991,BAFTA,Best Supporting Actor,FALSE,Dick Tracy,
20362,Miranda Richardson,1991,BAFTA,Best Supporting Actress,TRUE,Damage,
20352,Annette Bening,1991,BAFTA,Best Supporting Actress,FALSE,The Grifters,
20353,Lorraine Bracco,1991,BAFTA,Best Supporting Actress,FALSE,GoodFellas,
20351,Whoopi Goldberg,1991,BAFTA,Best Supporting Actress,FALSE,Ghost,
11172,Ralph Fiennes,1993,BAFTA,Best Supporting Actor,TRUE,Schindler's List,
11171,Leonardo DiCaprio,1993,BAFTA,Best Supporting Actor,FALSE,What's Eating Gilbert Grape,
217,Tommy Lee Jones,1993,BAFTA,Best Supporting Actor,FALSE,The Fugitive,
11173,John Malkovich,1993,BAFTA,Best Supporting Actor,FALSE,In the Line of Fire,
20367,Emma Thompson,1993,BAFTA,Best Supporting Actress,TRUE,Much Ado About Nothing,
20363,Anna Paquin,1993,BAFTA,Best Supporting Actress,FALSE,The Piano,
20364,Holly Hunter,1993,BAFTA,Best Supporting Actress,FALSE,The Firm,
20366,Winona Ryder,1993,BAFTA,Best Supporting Actress,FALSE,The Age of Innocence,
1503,Samuel L. Jackson,1994,BAFTA,Best Supporting Actor,TRUE,Pulp Fiction,
11177,Gary Sinise,1994,BAFTA,Best Supporting Actor,FALSE,Forrest Gump,
11176,Paul Scofield,1994,BAFTA,Best Supporting Actor,FALSE,Quiz Show,
11175,Chazz Palminteri,1994,BAFTA,Best Supporting Actor,FALSE,Bullets Over Broadway,
20369,Kristin Scott Thomas,1994,BAFTA,Best Supporting Actress,TRUE,Four Weddings and a Funeral,
20370,Uma Thurman,1994,BAFTA,Best Supporting Actress,FALSE,Pulp Fiction,
20368,Rosemary Harris,1994,BAFTA,Best Supporting Actress,FALSE,Tom & Viv,
20371,Jennifer Tilly,1994,BAFTA,Best Supporting Actress,FALSE,Bullets Over Broadway,
10143,Tom Wilkinson,1997,BAFTA,Best Supporting Actor,TRUE,The Full Monty,
11186,Burt Reynolds,1997,BAFTA,Best Supporting Actor,FALSE,Boogie Nights,
11185,Greg Kinnear,1997,BAFTA,Best Supporting Actor,FALSE,As Good as It Gets,
11183,Robert Forster,1997,BAFTA,Best Supporting Actor,FALSE,Jackie Brown,
20350,Sigourney Weaver,1997,BAFTA,Best Supporting Actress,TRUE,The Ice Storm,
20381,Julianne Moore,1997,BAFTA,Best Supporting Actress,FALSE,Boogie Nights,
20382,Gloria Stuart,1997,BAFTA,Best Supporting Actress,FALSE,Titanic,
20380,Minnie Driver,1997,BAFTA,Best Supporting Actress,FALSE,Good Will Hunting,
11187,Geoffrey Rush,1998,BAFTA,Best Supporting Actor,TRUE,Shakespeare in Love,
11184,Anthony Hopkins,1998,BAFTA,Best Supporting Actor,FALSE,Amistad,
11132,John Hurt,1998,BAFTA,Best Supporting Actor,FALSE,Love and Death on Long Island,
11188,Billy Bob Thornton,1998,BAFTA,Best Supporting Actor,FALSE,A Simple Plan,
20360,Judi Dench,1998,BAFTA,Best Supporting Actress,TRUE,Shakespeare in Love,
20383,Kathy Bates,1998,BAFTA,Best Supporting Actress,FALSE,Primary Colors,
20384,Brenda Blethyn,1998,BAFTA,Best Supporting Actress,FALSE,Little Voice,
20385,Rachel Griffiths,1998,BAFTA,Best Supporting Actress,FALSE,Hilary and Jackie,
11192,Jude Law,2000,BAFTA,Best Supporting Actor,TRUE,The Talented Mr. Ripley,
11191,Wes Bentley,2000,BAFTA,Best Supporting Actor,FALSE,American Beauty,
11193,Rhys Ifans,2000,BAFTA,Best Supporting Actor,FALSE,Notting Hill,
11187,Geoffrey Rush,2000,BAFTA,Best Supporting Actor,FALSE,Mystery Men,
20259,Maggie Smith,2000,BAFTA,Best Supporting Actress,TRUE,Tea with Mussolini,
20390,Thora Birch,2000,BAFTA,Best Supporting Actress,FALSE,American Beauty,
20387,Cate Blanchett,2000,BAFTA,Best Supporting Actress,FALSE,The Talented Mr. Ripley,
20389,Cameron Diaz,2000,BAFTA,Best Supporting Actress,FALSE,Being John Malkovich,
11195,Benicio del Toro,2001,BAFTA,Best Supporting Actor,TRUE,Traffic,
11194,Albert Finney,2001,BAFTA,Best Supporting Actor,FALSE,Erin Brockovich,
11197,Gary Lewis,2001,BAFTA,Best Supporting Actor,FALSE,Billy Elliot,
11196,Joaquin Phoenix,2001,BAFTA,Best Supporting Actor,FALSE,Gladiator,
20391,Julie Walters,2001,BAFTA,Best Supporting Actress,TRUE,Billy Elliot,
20360,Judi Dench,2001,BAFTA,Best Supporting Actress,FALSE,Chocolat,
20392,Frances McDormand,2001,BAFTA,Best Supporting Actress,FALSE,Almost Famous,
20393,Zhang Ziyi,2001,BAFTA,Best Supporting Actress,FALSE,Crouching Tiger, Hidden Dragon
11198,Jim Broadbent,2002,BAFTA,Best Supporting Actor,TRUE,Moulin Rouge!,
11199,Hugh Grant,2002,BAFTA,Best Supporting Actor,FALSE,About a Boy,
11201,Eddie Murphy,2002,BAFTA,Best Supporting Actor,FALSE,Shrek,
11200,Colin Firth,2002,BAFTA,Best Supporting Actor,FALSE,Bridget Jones's Diary,
20394,Jennifer Connelly,2002,BAFTA,Best Supporting Actress,TRUE,A Beautiful Mind,
20360,Judi Dench,2002,BAFTA,Best Supporting Actress,FALSE,The Shipping News,
20395,Helen Mirren,2002,BAFTA,Best Supporting Actress,FALSE,Gosford Park,
20259,Maggie Smith,2002,BAFTA,Best Supporting Actress,FALSE,Gosford Park,
11202,Christopher Walken,2003,BAFTA,Best Supporting Actor,TRUE,Catch Me If You Can,
11203,Chris Cooper,2003,BAFTA,Best Supporting Actor,FALSE,Adaptation.,
11204,Ed Harris,2003,BAFTA,Best Supporting Actor,FALSE,The Hours,
11205,Paul Bettany,2003,BAFTA,Best Supporting Actor,FALSE,Master and Commander,
20396,Catherine Zeta-Jones,2003,BAFTA,Best Supporting Actress,TRUE,Chicago,
20397,Meryl Streep,2003,BAFTA,Best Supporting Actress,FALSE,Adaptation.,
20398,Julianne Moore,2003,BAFTA,Best Supporting Actress,FALSE,The Hours,
20399,Queen Latifah,2003,BAFTA,Best Supporting Actress,FALSE,Chicago,
11206,Bill Nighy,2004,BAFTA,Best Supporting Actor,TRUE,Love Actually,
11194,Albert Finney,2004,BAFTA,Best Supporting Actor,FALSE,Big Fish,
11207,Ian McKellen,2004,BAFTA,Best Supporting Actor,FALSE,The Lord of the Rings: The Return of the King,
11208,Tim Robbins,2004,BAFTA,Best Supporting Actor,FALSE,Mystic River,
20400,Renée Zellweger,2004,BAFTA,Best Supporting Actress,TRUE,Cold Mountain,
20401,Holly Hunter,2004,BAFTA,Best Supporting Actress,FALSE,Thirteen,
20402,Laura Linney,2004,BAFTA,Best Supporting Actress,FALSE,Mystic River,
20360,Judi Dench,2004,BAFTA,Best Supporting Actress,FALSE,Ladies in Lavender,
11209,Clive Owen,2005,BAFTA,Best Supporting Actor,TRUE,Closer,
11210,Alan Alda,2005,BAFTA,Best Supporting Actor,FALSE,The Aviator,
11211,Phil Davis,2005,BAFTA,Best Supporting Actor,FALSE,Vera Drake,
11172,Ralph Fiennes,2005,BAFTA,Best Supporting Actor,FALSE,Red Dragon,
20387,Cate Blanchett,2005,BAFTA,Best Supporting Actress,TRUE,The Aviator,
20403,Natalie Portman,2005,BAFTA,Best Supporting Actress,FALSE,Closer,
20397,Meryl Streep,2005,BAFTA,Best Supporting Actress,FALSE,The Manchurian Candidate,
20404,Heather Graham,2005,BAFTA,Best Supporting Actress,FALSE,Bobby,
11212,Jake Gyllenhaal,2006,BAFTA,Best Supporting Actor,TRUE,Brokeback Mountain,
11213,George Clooney,2006,BAFTA,Best Supporting Actor,FALSE,Syriana,
11214,Matt Dillon,2006,BAFTA,Best Supporting Actor,FALSE,Crash,
11215,Don Cheadle,2006,BAFTA,Best Supporting Actor,FALSE,Crash,
20405,Thandiwe Newton,2006,BAFTA,Best Supporting Actress,TRUE,Crash,
20406,Amy Adams,2006,BAFTA,Best Supporting Actress,FALSE,Junebug,
20407,Catherine Keener,2006,BAFTA,Best Supporting Actress,FALSE,Capote,
20392,Frances McDormand,2006,BAFTA,Best Supporting Actress,FALSE,North Country,
11216,Alan Arkin,2007,BAFTA,Best Supporting Actor,TRUE,Little Miss Sunshine,
11217,James McAvoy,2007,BAFTA,Best Supporting Actor,FALSE,The Last King of Scotland,
11218,Jack Nicholson,2007,BAFTA,Best Supporting Actor,FALSE,The Departed,
11219,Leslie Phillips,2007,BAFTA,Best Supporting Actor,FALSE,Venus,
20408,Jennifer Hudson,2007,BAFTA,Best Supporting Actress,TRUE,Dreamgirls,
20409,Emily Blunt,2007,BAFTA,Best Supporting Actress,FALSE,The Devil Wears Prada,
20410,Abigail Breslin,2007,BAFTA,Best Supporting Actress,FALSE,Little Miss Sunshine,
20411,Toni Collette,2007,BAFTA,Best Supporting Actress,FALSE,Little Miss Sunshine,
11220,Javier Bardem,2008,BAFTA,Best Supporting Actor,TRUE,No Country for Old Men,
11221,Philip Seymour Hoffman,2008,BAFTA,Best Supporting Actor,FALSE,Charlie Wilson's War,
11222,Paul Dano,2008,BAFTA,Best Supporting Actor,FALSE,There Will Be Blood,
217,Tommy Lee Jones,2008,BAFTA,Best Supporting Actor,FALSE,No Country for Old Men,
20412,Tilda Swinton,2008,BAFTA,Best Supporting Actress,TRUE,Michael Clayton,
20387,Cate Blanchett,2008,BAFTA,Best Supporting Actress,FALSE,I'm Not There,
20413,Kelly Macdonald,2008,BAFTA,Best Supporting Actress,FALSE,No Country for Old Men,
20414,Saoirse Ronan,2008,BAFTA,Best Supporting Actress,FALSE,Atonement,
11223,Heath Ledger,2009,BAFTA,Best Supporting Actor,TRUE,The Dark Knight,
11198,Jim Broadbent,2009,BAFTA,Best Supporting Actor,FALSE,The Damned United,
11172,Ralph Fiennes,2009,BAFTA,Best Supporting Actor,FALSE,The Duchess,
11221,Philip Seymour Hoffman,2009,BAFTA,Best Supporting Actor,FALSE,Doubt,
20415,Penélope Cruz,2009,BAFTA,Best Supporting Actress,TRUE,Vicky Cristina Barcelona,
20406,Amy Adams,2009,BAFTA,Best Supporting Actress,FALSE,Doubt,
20416,Marisa Tomei,2009,BAFTA,Best Supporting Actress,FALSE,The Wrestler,
20417,Freida Pinto,2009,BAFTA,Best Supporting Actress,FALSE,Slumdog Millionaire,
11224,Christoph Waltz,2010,BAFTA,Best Supporting Actor,TRUE,Inglourious Basterds,
11225,Alfred Molina,2010,BAFTA,Best Supporting Actor,FALSE,An Education,
11226,Christian McKay,2010,BAFTA,Best Supporting Actor,FALSE,Me and Orson Welles,
11227,Stanley Tucci,2010,BAFTA,Best Supporting Actor,FALSE,The Lovely Bones,
20418,Mo'Nique,2010,BAFTA,Best Supporting Actress,TRUE,Precious,
20419,Vera Farmiga,2010,BAFTA,Best Supporting Actress,FALSE,Up in the Air,
20420,Anna Kendrick,2010,BAFTA,Best Supporting Actress,FALSE,Up in the Air,
20421,Kristin Scott Thomas,2010,BAFTA,Best Supporting Actress,FALSE,Nowhere Boy,
11228,Geoffrey Rush,2011,BAFTA,Best Supporting Actor,TRUE,The King's Speech,
11226,Christian Bale,2011,BAFTA,Best Supporting Actor,FALSE,The Fighter,
11229,Andrew Garfield,2011,BAFTA,Best Supporting Actor,FALSE,The Social Network,
11230,Pete Postlethwaite,2011,BAFTA,Best Supporting Actor,FALSE,The Town,
20422,Helena Bonham Carter,2011,BAFTA,Best Supporting Actress,TRUE,The King's Speech,
20406,Amy Adams,2011,BAFTA,Best Supporting Actress,FALSE,The Fighter,
20423,Miranda Richardson,2011,BAFTA,Best Supporting Actress,FALSE,Made in Dagenham,
20424,Barbara Hershey,2011,BAFTA,Best Supporting Actress,FALSE,Black Swan,
11231,Christopher Plummer,2012,BAFTA,Best Supporting Actor,TRUE,Beginners,
11232,Kenneth Branagh,2012,BAFTA,Best Supporting Actor,FALSE,My Week with Marilyn,
11233,Jonah Hill,2012,BAFTA,Best Supporting Actor,FALSE,Moneyball,
11221,Philip Seymour Hoffman,2012,BAFTA,Best Supporting Actor,FALSE,The Ides of March,
20425,Octavia Spencer,2012,BAFTA,Best Supporting Actress,TRUE,The Help,
20426,Jessica Chastain,2012,BAFTA,Best Supporting Actress,FALSE,The Help,
20360,Judi Dench,2012,BAFTA,Best Supporting Actress,FALSE,My Week with Marilyn,
20427,Carey Mulligan,2012,BAFTA,Best Supporting Actress,FALSE,Drive,
11224,Christoph Waltz,2013,BAFTA,Best Supporting Actor,TRUE,Django Unchained,
11234,Alan Arkin,2013,BAFTA,Best Supporting Actor,FALSE,Argo,
11235,Javier Bardem,2013,BAFTA,Best Supporting Actor,FALSE,Skyfall,
11221,Philip Seymour Hoffman,2013,BAFTA,Best Supporting Actor,FALSE,The Master,
20428,Anne Hathaway,2013,BAFTA,Best Supporting Actress,TRUE,Les Misérables,
20406,Amy Adams,2013,BAFTA,Best Supporting Actress,FALSE,The Master,
20360,Judi Dench,2013,BAFTA,Best Supporting Actress,FALSE,Skyfall,
20429,Sally Field,2013,BAFTA,Best Supporting Actress,FALSE,Lincoln,
11236,Barkhad Abdi,2014,BAFTA,Best Supporting Actor,TRUE,Captain Phillips,
11171,Leonardo DiCaprio,2014,BAFTA,Best Supporting Actor,FALSE,The Wolf of Wall Street,
11237,Bradley Cooper,2014,BAFTA,Best Supporting Actor,FALSE,American Hustle,
11238,Michael Fassbender,2014,BAFTA,Best Supporting Actor,FALSE,12 Years a Slave,
20430,Jennifer Lawrence,2014,BAFTA,Best Supporting Actress,TRUE,American Hustle,
20431,Lupita Nyong'o,2014,BAFTA,Best Supporting Actress,FALSE,12 Years a Slave,
20398,Julianne Moore,2014,BAFTA,Best Supporting Actress,FALSE,Don Jon,
20432,Julia Roberts,2014,BAFTA,Best Supporting Actress,FALSE,August: Osage County,
11239,J.K. Simmons,2015,BAFTA,Best Supporting Actor,TRUE,Whiplash,
11240,Ethan Hawke,2015,BAFTA,Best Supporting Actor,FALSE,Boyhood,
11241,Edward Norton,2015,BAFTA,Best Supporting Actor,FALSE,Birdman,
11242,Mark Ruffalo,2015,BAFTA,Best Supporting Actor,FALSE,Foxcatcher,
20433,Patricia Arquette,2015,BAFTA,Best Supporting Actress,TRUE,Boyhood,
20434,Keira Knightley,2015,BAFTA,Best Supporting Actress,FALSE,The Imitation Game,
20435,Emma Stone,2015,BAFTA,Best Supporting Actress,FALSE,Birdman,
20436,Imelda Staunton,2015,BAFTA,Best Supporting Actress,FALSE,Pride,
11243,Mark Rylance,2016,BAFTA,Best Supporting Actor,TRUE,Bridge of Spies,
11244,Idris Elba,2016,BAFTA,Best Supporting Actor,FALSE,Beasts of No Nation,
11245,Christian Bale,2016,BAFTA,Best Supporting Actor,FALSE,The Big Short,
11246,Benicio del Toro,2016,BAFTA,Best Supporting Actor,FALSE,Sicario,
20437,Kate Winslet,2016,BAFTA,Best Supporting Actress,TRUE,Steve Jobs,
20438,Alicia Vikander,2016,BAFTA,Best Supporting Actress,FALSE,Ex Machina,
20439,Rooney Mara,2016,BAFTA,Best Supporting Actress,FALSE,Carol,
20440,Julie Walters,2016,BAFTA,Best Supporting Actress,FALSE,Brooklyn,
11247,Dev Patel,2017,BAFTA,Best Supporting Actor,TRUE,Lion,
11248,Mahershala Ali,2017,BAFTA,Best Supporting Actor,FALSE,Moonlight,
11249,Jeff Bridges,2017,BAFTA,Best Supporting Actor,FALSE,Hell or High Water,
11250,Hugh Grant,2017,BAFTA,Best Supporting Actor,FALSE,Florence Foster Jenkins,
20441,Viola Davis,2017,BAFTA,Best Supporting Actress,TRUE,Fences,
