,,,,,,,,,
,tmdb_id,nominee,year,festival,category,won,movie_title,,
,21329,Paul Haggis; Bobby Moresco,2005,BAFTA,Best Adapted Screenplay,FALSE,Million Dollar Baby,,
,21330,Michael Arndt,2007,BAFTA,Best Original Screenplay,TRUE,Little Miss Sunshine,,
,21331,Guillermo del Toro,2007,BAFTA,Best Original Screenplay,FALSE,Pan's Labyrinth,,
,21332,Peter Morgan,2007,BAFTA,Best Original Screenplay,FALSE,The Queen,,
,21333,Iris Yamashita; Paul Haggis,2007,BAFTA,Best Original Screenplay,FALSE,Letters from Iwo Jima,,
,21334,William Monahan,2007,BAFTA,Best Adapted Screenplay,TRUE,The Departed,,
,21335,Sacha Baron Cohen; Anthony Hines; Peter Baynham; Dan Mazer,2007,BAFTA,Best Adapted Screenplay,FALSE,Borat,,
,21336,Alfonso Cuarón; Timothy J. Sexton; David Arata; Mark Fergus; Hawk Ostby,2007,BAFTA,Best Adapted Screenplay,FALSE,Children of Men,,
,21337,Patrick Marber,2007,BAFTA,Best Adapted Screenplay,FALSE,Notes on a Scandal,,
,21338,Diablo Cody,2008,BAFTA,Best Original Screenplay,TRUE,Juno,,
,21339,Tony Gilroy,2008,BAFTA,Best Original Screenplay,FALSE,Michael Clayton,,
,21340,Brad Bird,2008,BAFTA,Best Original Screenplay,FALSE,Ratatouille,,
,21341,Tamara Jenkins,2008,BAFTA,Best Original Screenplay,FALSE,The Savages,,
,21342,Ronald Harwood,2008,BAFTA,Best Adapted Screenplay,TRUE,The Diving Bell and the Butterfly,,
,21343,Christopher Hampton,2008,BAFTA,Best Adapted Screenplay,FALSE,Atonement,,
,21344,Joel Coen; Ethan Coen,2008,BAFTA,Best Adapted Screenplay,FALSE,No Country for Old Men,,
,21345,Paul Thomas Anderson,2008,BAFTA,Best Adapted Screenplay,FALSE,There Will Be Blood,,
,21346,Martin McDonagh,2009,BAFTA,Best Original Screenplay,TRUE,In Bruges,,
,21347,Dustin Lance Black,2009,BAFTA,Best Original Screenplay,FALSE,Milk,,
,21348,Andrew Stanton; Jim Reardon; Pete Docter,2009,BAFTA,Best Original Screenplay,FALSE,WALL-E,,
,21349,Joel Coen; Ethan Coen,2009,BAFTA,Best Original Screenplay,FALSE,Burn After Reading,,
,21350,Simon Beaufoy,2009,BAFTA,Best Adapted Screenplay,TRUE,Slumdog Millionaire,,
,21351,Eric Roth,2009,BAFTA,Best Adapted Screenplay,FALSE,The Curious Case of Benjamin Button,,
,21352,Peter Morgan,2009,BAFTA,Best Adapted Screenplay,FALSE,Frost/Nixon,,
,21353,David Hare,2009,BAFTA,Best Adapted Screenplay,FALSE,The Reader,,
,21354,Mark Boal,2010,BAFTA,Best Original Screenplay,TRUE,The Hurt Locker,,
,21355,Quentin Tarantino,2010,BAFTA,Best Original Screenplay,FALSE,Inglourious Basterds,,
,21356,Joel Coen; Ethan Coen,2010,BAFTA,Best Original Screenplay,FALSE,A Serious Man,,
,21357,Pete Docter; Bob Peterson,2010,BAFTA,Best Original Screenplay,FALSE,Up,,
,21358,Jesse Armstrong; Simon Blackwell; Armando Iannucci; Tony Roche,2010,BAFTA,Best Adapted Screenplay,TRUE,In the Loop,,
,21359,Neill Blomkamp; Terri Tatchell,2010,BAFTA,Best Adapted Screenplay,FALSE,District 9,,
,21360,Nick Hornby,2010,BAFTA,Best Adapted Screenplay,FALSE,An Education,,
,21361,Jason Reitman; Sheldon Turner,2010,BAFTA,Best Adapted Screenplay,FALSE,Up in the Air,,
,21362,David Seidler,2011,BAFTA,Best Original Screenplay,TRUE,The King's Speech,,
,21363,Christopher Nolan,2011,BAFTA,Best Original Screenplay,FALSE,Inception,,
,21364,Mark Ruffalo; Stuart Blumberg,2011,BAFTA,Best Original Screenplay,FALSE,The Kids Are All Right,,
,21365,Scott Silver; Paul Tamasy; Eric Johnson,2011,BAFTA,Best Original Screenplay,FALSE,The Fighter,,
,21366,Aaron Sorkin,2011,BAFTA,Best Adapted Screenplay,TRUE,The Social Network,,
,21367,Danny Boyle; Simon Beaufoy,2011,BAFTA,Best Adapted Screenplay,FALSE,127 Hours,,
,21368,Michael Arndt,2011,BAFTA,Best Adapted Screenplay,FALSE,Toy Story 3,,
,21369,Joel Coen; Ethan Coen,2011,BAFTA,Best Adapted Screenplay,FALSE,True Grit,,
,21370,Michel Hazanavicius,2012,BAFTA,Best Original Screenplay,TRUE,The Artist,,
,21371,Woody Allen,2012,BAFTA,Best Original Screenplay,FALSE,Midnight in Paris,,
,21372,Annie Mumolo; Kristen Wiig,2012,BAFTA,Best Original Screenplay,FALSE,Bridesmaids,,
,21373,John Logan,2012,BAFTA,Best Original Screenplay,FALSE,Hugo,,
,21374,Alexander Payne; Nat Faxon; Jim Rash,2012,BAFTA,Best Adapted Screenplay,TRUE,The Descendants,,
,21375,George Clooney; Grant Heslov; Beau Willimon,2012,BAFTA,Best Adapted Screenplay,FALSE,The Ides of March,,
,21376,Steven Zaillian; Aaron Sorkin,2012,BAFTA,Best Adapted Screenplay,FALSE,Moneyball,,
,21377,Bridget O'Connor; Peter Straughan,2012,BAFTA,Best Adapted Screenplay,FALSE,Tinker Tailor Soldier Spy,,
,21378,Quentin Tarantino,2013,BAFTA,Best Original Screenplay,TRUE,Django Unchained,,
,21379,Michael Haneke,2013,BAFTA,Best Original Screenplay,FALSE,Amour,,
,21380,Wes Anderson; Roman Coppola,2013,Academy Awards,Best Original Screenplay,FALSE,Moonrise Kingdom,,
,21381,Mark Boal,2013,BAFTA,Best Original Screenplay,FALSE,Zero Dark Thirty,,
,21382,David O. Russell,2013,BAFTA,Best Adapted Screenplay,TRUE,Silver Linings Playbook,,
,21383,Chris Terrio,2013,BAFTA,Best Adapted Screenplay,FALSE,Argo,,
,21384,David Magee,2013,BAFTA,Best Adapted Screenplay,FALSE,Life of Pi,,
,21385,Tony Kushner,2013,BAFTA,Best Adapted Screenplay,FALSE,Lincoln,,
,21386,Eric Warren Singer; David O. Russell,2014,BAFTA,Best Original Screenplay,TRUE,American Hustle,,
,21387,Woody Allen,2014,BAFTA,Best Original Screenplay,FALSE,Blue Jasmine,,
,21388,Alfonso Cuarón; Jonás Cuarón,2014,BAFTA,Best Original Screenplay,FALSE,Gravity,,
,21389,Spike Jonze,2014,BAFTA,Best Original Screenplay,FALSE,Her,,
,21390,Steve Coogan; Jeff Pope,2014,BAFTA,Best Adapted Screenplay,TRUE,Philomena,,
,21391,John Ridley,2014,BAFTA,Best Adapted Screenplay,FALSE,12 Years a Slave,,
,21392,Billy Ray,2014,BAFTA,Best Adapted Screenplay,FALSE,Captain Phillips,,
,21393,Terence Winter,2014,BAFTA,Best Adapted Screenplay,FALSE,The Wolf of Wall Street,,
,21394,Wes Anderson; Hugo Guinness,2015,BAFTA,Best Original Screenplay,TRUE,The Grand Budapest Hotel,,
,21395,Alejandro G. Iñárritu; Nicolás Giacobone; Alexander Dinelaris Jr.; Armando Bo,2015,BAFTA,Best Original Screenplay,FALSE,Birdman,,
,21396,Richard Linklater,2015,BAFTA,Best Original Screenplay,FALSE,Boyhood,,
,21397,Dan Gilroy,2015,BAFTA,Best Original Screenplay,FALSE,Nightcrawler,,
,21398,Anthony McCarten,2015,BAFTA,Best Adapted Screenplay,TRUE,The Theory of Everything,,
,21399,Graham Moore,2015,BAFTA,Best Adapted Screenplay,FALSE,The Imitation Game,,
,21400,Gillian Flynn,2015,BAFTA,Best Adapted Screenplay,FALSE,Gone Girl,,
,21401,Damien Chazelle,2015,BAFTA,Best Adapted Screenplay,FALSE,Whiplash,,
,21402,Josh Singer; Tom McCarthy,2016,BAFTA,Best Original Screenplay,TRUE,Spotlight,,
,21403,Matt Charman; Ethan Coen; Joel Coen,2016,BAFTA,Best Original Screenplay,FALSE,Bridge of Spies,,
,21404,Alex Garland,2016,BAFTA,Best Original Screenplay,FALSE,Ex Machina,,
,21405,Pete Docter; Meg LeFauve; Josh Cooley,2016,BAFTA,Best Original Screenplay,FALSE,Inside Out,,
,21406,Adam McKay; Charles Randolph,2016,BAFTA,Best Adapted Screenplay,TRUE,The Big Short,,
,21407,Nick Hornby,2016,BAFTA,Best Adapted Screenplay,FALSE,Brooklyn,,
,21408,Phyllis Nagy,2016,BAFTA,Best Adapted Screenplay,FALSE,Carol,,
,21409,Drew Goddard,2016,BAFTA,Best Adapted Screenplay,FALSE,The Martian,,
,21410,Kenneth Lonergan,2017,BAFTA,Best Original Screenplay,TRUE,Manchester by the Sea,,
,21411,Damien Chazelle,2017,BAFTA,Best Original Screenplay,FALSE,La La Land,,
,21412,Barry Jenkins,2017,BAFTA,Best Original Screenplay,FALSE,Moonlight,,
,21413,Taylor Sheridan,2017,BAFTA,Best Original Screenplay,FALSE,Hell or High Water,,
,21414,Luke Davies,2017,BAFTA,Best Adapted Screenplay,TRUE,Lion,,
,21415,Eric Heisserer,2017,BAFTA,Best Adapted Screenplay,FALSE,Arrival,,
,21416,Allison Schroeder; Theodore Melfi,2017,BAFTA,Best Adapted Screenplay,FALSE,Hidden Figures,,
,21417,Tom Ford,2017,BAFTA,Best Adapted Screenplay,FALSE,Nocturnal Animals,,
,21418,Martin McDonagh,2018,BAFTA,Best Original Screenplay,TRUE,Three Billboards Outside Ebbing, Missouri,
,21419,Jordan Peele,2018,BAFTA,Best Original Screenplay,FALSE,Get Out,,
,21420,Greta Gerwig,2018,BAFTA,Best Original Screenplay,FALSE,Lady Bird,,
,21421,Guillermo del Toro; Vanessa Taylor,2018,BAFTA,Best Original Screenplay,FALSE,The Shape of Water,,
,21422,James Ivory,2018,BAFTA,Best Adapted Screenplay,TRUE,Call Me by Your Name,,
,21423,Armando Iannucci; David Schneider; Ian Martin,2018,BAFTA,Best Adapted Screenplay,FALSE,The Death of Stalin,,
,21424,Matt Greenhalgh,2018,BAFTA,Best Adapted Screenplay,FALSE,Film Stars Don't Die in Liverpool,,
,21425,Aaron Sorkin,2018,BAFTA,Best Adapted Screenplay,FALSE,Molly's Game,,
,21426,Deborah Davis; Tony McNamara,2019,BAFTA,Best Original Screenplay,TRUE,The Favourite,,
,21427,Alfonso Cuarón,2019,BAFTA,Best Original Screenplay,FALSE,Roma,,
,21428,Nick Vallelonga; Brian Currie; Peter Farrelly,2019,BAFTA,Best Original Screenplay,FALSE,Green Book,,
,21429,Adam McKay,2019,BAFTA,Best Original Screenplay,FALSE,Vice,,
,21430,Spike Lee; David Rabinowitz; Charlie Wachtel; Kevin Willmott,2019,BAFTA,Best Adapted Screenplay,TRUE,BlacKkKlansman,,
,21431,Nicole Holofcener; Jeff Whitty,2019,BAFTA,Best Adapted Screenplay,FALSE,Can You Ever Forgive Me?,,
,21432,Barry Jenkins,2019,BAFTA,Best Adapted Screenplay,FALSE,If Beale Street Could Talk,,
,21433,Bradley Cooper; Eric Roth,2019,BAFTA,Best Adapted Screenplay,FALSE,A Star Is Born,,
,21434,Bong Joon-ho; Han Jin-won,2020,BAFTA,Best Original Screenplay,TRUE,Parasite,,
,21435,Rian Johnson,2020,BAFTA,Best Original Screenplay,FALSE,Knives Out,,
,21436,Noah Baumbach,2020,BAFTA,Best Original Screenplay,FALSE,Marriage Story,,
,21437,Quentin Tarantino,2020,BAFTA,Best Original Screenplay,FALSE,Once Upon a Time in Hollywood,,
,21438,Taika Waititi,2020,BAFTA,Best Adapted Screenplay,TRUE,Jojo Rabbit,,
,21439,Steven Zaillian,2020,BAFTA,Best Adapted Screenplay,FALSE,The Irishman,,
,21440,Todd Phillips; Scott Silver,2020,BAFTA,Best Adapted Screenplay,FALSE,Joker,,
,21441,Greta Gerwig,2020,BAFTA,Best Adapted Screenplay,FALSE,Little Women,,
,21442,Emerald Fennell,2021,BAFTA,Best Original Screenplay,TRUE,Promising Young Woman,,
,21443,Jack Fincher,2021,BAFTA,Best Original Screenplay,FALSE,Mank,,
,21444,Lee Isaac Chung,2021,BAFTA,Best Original Screenplay,FALSE,Minari,,
,21445,Aaron Sorkin,2021,BAFTA,Best Original Screenplay,FALSE,The Trial of the Chicago 7,,
,21446,Christopher Hampton; Florian Zeller,2021,BAFTA,Best Adapted Screenplay,TRUE,The Father,,
,21447,Moira Buffini,2021,BAFTA,Best Adapted Screenplay,FALSE,The Dig,,
,21448,Chloé Zhao,2021,BAFTA,Best Adapted Screenplay,FALSE,Nomadland,,
,21449,Ramin Bahrani,2021,BAFTA,Best Adapted Screenplay,FALSE,The White Tiger,,
,21450,Paul Thomas Anderson,2022,BAFTA,Best Original Screenplay,TRUE,Licorice Pizza,,
,21451,Kenneth Branagh,2022,BAFTA,Best Original Screenplay,FALSE,Belfast,,
,21452,Adam McKay,2022,BAFTA,Best Original Screenplay,FALSE,Don't Look Up,,
,21453,Zach Baylin,2022,BAFTA,Best Original Screenplay,FALSE,King Richard,,
,21454,Siân Heder,2022,BAFTA,Best Adapted Screenplay,TRUE,CODA,,
,21455,Ryusuke Hamaguchi; Takamasa Oe,2022,BAFTA,Best Adapted Screenplay,FALSE,Drive My Car,,
,21456,Jon Spaihts; Denis Villeneuve; Eric Roth,2022,BAFTA,Best Adapted Screenplay,FALSE,Dune,,
,21457,Maggie Gyllenhaal,2022,BAFTA,Best Adapted Screenplay,FALSE,The Lost Daughter,,
,21458,Martin McDonagh,2023,BAFTA,Best Original Screenplay,TRUE,The Banshees of Inisherin,,
,21459,Daniel Kwan; Daniel Scheinert,2023,BAFTA,Best Original Screenplay,FALSE,Everything Everywhere All at Once,,
,21460,Steven Spielberg; Tony Kushner,2023,BAFTA,Best Original Screenplay,FALSE,The Fabelmans,,
,21461,Todd Field,2023,BAFTA,Best Original Screenplay,FALSE,TÁR,,
,21462,Edward Berger; Lesley Paterson; Ian Stokell,2023,BAFTA,Best Adapted Screenplay,TRUE,All Quiet on the Western Front,,
,21463,Kazuo Ishiguro,2023,BAFTA,Best Adapted Screenplay,FALSE,Living,,
,21464,Rebecca Lenkiewicz,2023,BAFTA,Best Adapted Screenplay,FALSE,She Said,,
,21465,Sarah Polley,2023,BAFTA,Best Adapted Screenplay,FALSE,Women Talking,,
,21466,Justine Triet; Arthur Harari,2024,BAFTA,Best Original Screenplay,TRUE,Anatomy of a Fall,,
,21467,Greta Gerwig; Noah Baumbach,2024,BAFTA,Best Original Screenplay,FALSE,Barbie,,
,21468,David Hemingson,2024,BAFTA,Best Original Screenplay,FALSE,The Holdovers,,
,21469,Celine Song,2024,BAFTA,Best Original Screenplay,FALSE,Past Lives,,
,21470,Cord Jefferson,2024,BAFTA,Best Adapted Screenplay,TRUE,American Fiction,,
,21471,Christopher Nolan,2024,BAFTA,Best Adapted Screenplay,FALSE,Oppenheimer,,
,21472,Tony McNamara,2024,BAFTA,Best Adapted Screenplay,FALSE,Poor Things,,
,21473,Jonathan Glazer,2024,BAFTA,Best Adapted Screenplay,FALSE,The Zone of Interest,,
,21474,Jesse Eisenberg,2025,BAFTA,Best Original Screenplay,TRUE,A Real Pain,,
,21475,Sean Baker,2025,BAFTA,Best Original Screenplay,FALSE,Anora,,
,21476,Jacques Audiard; Thomas Bidegain; Nicolas Livecchi; Léa Mysius,2025,BAFTA,Best Original Screenplay,FALSE,Emilia Pérez,,
,21477,Max Eggers; Robert Eggers,2025,BAFTA,Best Original Screenplay,FALSE,Nosferatu,,
,21478,James Mangold; Jay Cocks,2025,BAFTA,Best Adapted Screenplay,TRUE,A Complete Unknown,,
,21479,Peter Straughan,2025,BAFTA,Best Adapted Screenplay,FALSE,Conclave,,
,21480,Clint Eastwood,2025,BAFTA,Best Adapted Screenplay,FALSE,Juror No. 2,,
,21481,RaMell Ross; Joslyn Barnes,2025,BAFTA,Best Adapted Screenplay,FALSE,Nickel Boys,,
,21482,Ryan Coogler,2026,BAFTA,Best Original Screenplay,TRUE,Sinners,,
,21483,Kleber Mendonça Filho,2026,BAFTA,Best Original Screenplay,FALSE,The Secret Agent,,
,21484,Joachim Trier; Eskil Vogt,2026,BAFTA,Best Original Screenplay,FALSE,Sentimental Value,,
,21485,Nia DaCosta,2026,BAFTA,Best Original Screenplay,FALSE,Hedda,,
,21486,Paul Thomas Anderson,2026,BAFTA,Best Adapted Screenplay,TRUE,One Battle After Another,,
,21487,Guillermo del Toro,2026,BAFTA,Best Adapted Screenplay,FALSE,Frankenstein,,
,21488,Maggie Gyllenhaal,2026,BAFTA,Best Adapted Screenplay,FALSE,The Bride!,,
,21489,Amy Herzog,2026,BAFTA,Best Adapted Screenplay,FALSE,Hamnet,,
