tmdb_id,title,year,festival,category,won
68734,Argo,2013,Oscar,Best Picture,true
87827,Life of Pi,2013,Oscar,Best Director,true
72976,Lincoln,2013,Oscar,Best Actor,true
74603,The Artist,2012,Oscar,Best Picture,true
74603,The Artist,2012,Oscar,Best Director,true
74603,The Artist,2012,Oscar,Best Actor,true
45269,The King's Speech,2011,Oscar,Best Picture,true
45269,The King's Speech,2011,Oscar,Best Director,true
45269,The King's Speech,2011,Oscar,Best Actor,true
12162,The Hurt Locker,2010,Oscar,Best Picture,true
12162,The Hurt Locker,2010,Oscar,Best Director,true
10314,Crazy Heart,2010,Oscar,Best Actor,true
12405,Slumdog Millionaire,2009,Oscar,Best Picture,true
12405,Slumdog Millionaire,2009,Oscar,Best Director,true
10191,Milk,2009,Oscar,Best Actor,true
6977,No Country for Old Men,2008,Oscar,Best Picture,true
6977,No Country for Old Men,2008,Oscar,Best Director,true
7345,There Will Be Blood,2008,Oscar,Best Actor,true
1422,The Departed,2007,Oscar,Best Picture,true
1422,The Departed,2007,Oscar,Best Director,true
1255,The Last King of Scotland,2007,Oscar,Best Actor,true
1640,Crash,2006,Oscar,Best Picture,true
1969,Brokeback Mountain,2006,Oscar,Best Director,true
1893,Capote,2006,Oscar,Best Actor,true
70,Million Dollar Baby,2005,Oscar,Best Picture,true
70,Million Dollar Baby,2005,Oscar,Best Director,true
16869,Ray,2005,Oscar,Best Actor,true
122,Return of the King,2004,Oscar,Best Picture,true
122,Return of the King,2004,Oscar,Best Director,true
322,Mystic River,2004,Oscar,Best Actor,true
1574,Chicago,2003,Oscar,Best Picture,true
423,The Pianist,2003,Oscar,Best Director,true
423,The Pianist,2003,Oscar,Best Actor,true
453,A Beautiful Mind,2002,Oscar,Best Picture,true
453,A Beautiful Mind,2002,Oscar,Best Director,true
2034,Training Day,2002,Oscar,Best Actor,true
98,Gladiator,2001,Oscar,Best Picture,true
1900,Traffic,2001,Oscar,Best Director,true
98,Gladiator,2001,Oscar,Best Actor,true
14,American Beauty,2000,Oscar,Best Picture,true
14,American Beauty,2000,Oscar,Best Director,true
14,American Beauty,2000,Oscar,Best Actor,true
0,Shakespeare in Love,1999,Oscar,Best Picture,true
0,Saving Private Ryan,1999,Oscar,Best Director,true
0,Life Is Beautiful,1999,Oscar,Best Actor,true
0,Titanic,1998,Oscar,Best Picture,true
0,Titanic,1998,Oscar,Best Director,true
0,As Good as It Gets,1998,Oscar,Best Actor,true
0,The English Patient,1997,Oscar,Best Picture,true
0,The English Patient,1997,Oscar,Best Director,true
0,Shine,1997,Oscar,Best Actor,true
0,Braveheart,1996,Oscar,Best Picture,true
0,Braveheart,1996,Oscar,Best Director,true
0,Leaving Las Vegas,1996,Oscar,Best Actor,true
0,Forrest Gump,1995,Oscar,Best Picture,true
0,Forrest Gump,1995,Oscar,Best Director,true
0,Forrest Gump,1995,Oscar,Best Actor,true
0,Schindler's List,1994,Oscar,Best Picture,true
0,Schindler's List,1994,Oscar,Best Director,true
0,Philadelphia,1994,Oscar,Best Actor,true
0,Unforgiven,1993,Oscar,Best Picture,true
0,Unforgiven,1993,Oscar,Best Director,true
0,Scent of a Woman,1993,Oscar,Best Actor,true
0,The Silence of the Lambs,1992,Oscar,Best Picture,true
0,The Silence of the Lambs,1992,Oscar,Best Director,true
0,The Silence of the Lambs,1992,Oscar,Best Actor,true
0,Dances with Wolves,1991,Oscar,Best Picture,true
0,Dances with Wolves,1991,Oscar,Best Director,true
0,Reversal of Fortune,1991,Oscar,Best Actor,true
0,Driving Miss Daisy,1990,Oscar,Best Picture,true
0,Born on the Fourth of July,1990,Oscar,Best Director,true
0,My Left Foot,1990,Oscar,Best Actor,true
0,Rain Man,1989,Oscar,Best Picture,true
0,Rain Man,1989,Oscar,Best Director,true
0,Rain Man,1989,Oscar,Best Actor,true
0,The Last Emperor,1988,Oscar,Best Picture,true
0,The Last Emperor,1988,Oscar,Best Director,true
0,Wall Street,1988,Oscar,Best Actor,true
0,Platoon,1987,Oscar,Best Picture,true
0,Platoon,1987,Oscar,Best Director,true
0,The Color of Money,1987,Oscar,Best Actor,true
0,Out of Africa,1986,Oscar,Best Picture,true
0,Out of Africa,1986,Oscar,Best Director,true
0,Kiss of the Spider Woman,1986,Oscar,Best Actor,true
0,Amadeus,1985,Oscar,Best Picture,true
0,Amadeus,1985,Oscar,Best Director,true
0,Amadeus,1985,Oscar,Best Actor,true
0,Terms of Endearment,1984,Oscar,Best Picture,true
0,Terms of Endearment,1984,Oscar,Best Director,true
0,Tender Mercies,1984,Oscar,Best Actor,true
0,Gandhi,1983,Oscar,Best Picture,true
0,Gandhi,1983,Oscar,Best Director,true
0,Gandhi,1983,Oscar,Best Actor,true
0,Chariots of Fire,1982,Oscar,Best Picture,true
0,Reds,1982,Oscar,Best Director,true
0,On Golden Pond,1982,Oscar,Best Actor,true
0,Ordinary People,1981,Oscar,Best Picture,true
0,Ordinary People,1981,Oscar,Best Director,true
0,Raging Bull,1981,Oscar,Best Actor,true
0,Kramer vs. Kramer,1980,Oscar,Best Picture,true
0,Kramer vs. Kramer,1980,Oscar,Best Director,true
0,Kramer vs. Kramer,1980,Oscar,Best Actor,true
0,The Deer Hunter,1979,Oscar,Best Picture,true
0,The Deer Hunter,1979,Oscar,Best Director,true
0,Coming Home,1979,Oscar,Best Actor,true
0,Annie Hall,1978,Oscar,Best Picture,true
0,Annie Hall,1978,Oscar,Best Director,true
0,The Goodbye Girl,1978,Oscar,Best Actor,true
0,Rocky,1977,Oscar,Best Picture,true
0,Rocky,1977,Oscar,Best Director,true
0,Network,1977,Oscar,Best Actor,true
0,One Flew Over the Cuckoo's Nest,1976,Oscar,Best Picture,true
0,One Flew Over the Cuckoo's Nest,1976,Oscar,Best Director,true
0,One Flew Over the Cuckoo's Nest,1976,Oscar,Best Actor,true
0,The Godfather Part II,1975,Oscar,Best Picture,true
0,The Godfather Part II,1975,Oscar,Best Director,true
0,Harry and Tonto,1975,Oscar,Best Actor,true
0,The Sting,1974,Oscar,Best Picture,true
0,The Sting,1974,Oscar,Best Director,true
0,Save the Tiger,1974,Oscar,Best Actor,true
0,The Godfather,1973,Oscar,Best Picture,true
0,Cabaret,1973,Oscar,Best Director,true
0,The Godfather,1973,Oscar,Best Actor,true
0,The French Connection,1972,Oscar,Best Picture,true
0,The French Connection,1972,Oscar,Best Director,true
0,The French Connection,1972,Oscar,Best Actor,true
0,Patton,1971,Oscar,Best Picture,true
0,Patton,1971,Oscar,Best Director,true
0,Patton,1971,Oscar,Best Actor,true
0,Midnight Cowboy,1970,Oscar,Best Picture,true
0,Midnight Cowboy,1970,Oscar,Best Director,true
0,True Grit,1970,Oscar,Best Actor,true
0,Oliver!,1969,Oscar,Best Picture,true
0,Oliver!,1969,Oscar,Best Director,true
0,Charly,1969,Oscar,Best Actor,true
0,In the Heat of the Night,1968,Oscar,Best Picture,true
0,The Graduate,1968,Oscar,Best Director,true
0,In the Heat of the Night,1968,Oscar,Best Actor,true
0,A Man for All Seasons,1967,Oscar,Best Picture,true
0,A Man for All Seasons,1967,Oscar,Best Director,true
0,A Man for All Seasons,1967,Oscar,Best Actor,true
0,The Sound of Music,1966,Oscar,Best Picture,true
0,The Sound of Music,1966,Oscar,Best Director,true
0,Cat Ballou,1966,Oscar,Best Actor,true
0,My Fair Lady,1965,Oscar,Best Picture,true
0,My Fair Lady,1965,Oscar,Best Director,true
0,My Fair Lady,1965,Oscar,Best Actor,true
0,Tom Jones,1964,Oscar,Best Picture,true
0,Tom Jones,1964,Oscar,Best Director,true
0,Lilies of the Field,1964,Oscar,Best Actor,true
0,Lawrence of Arabia,1963,Oscar,Best Picture,true
0,Lawrence of Arabia,1963,Oscar,Best Director,true
0,To Kill a Mockingbird,1963,Oscar,Best Actor,true
0,West Side Story,1962,Oscar,Best Picture,true
0,West Side Story,1962,Oscar,Best Director,true
0,Judgment at Nuremberg,1962,Oscar,Best Actor,true
0,The Apartment,1961,Oscar,Best Picture,true
0,The Apartment,1961,Oscar,Best Director,true
0,Elmer Gantry,1961,Oscar,Best Actor,true
0,Ben-Hur,1960,Oscar,Best Picture,true
0,Ben-Hur,1960,Oscar,Best Director,true
0,Ben-Hur,1960,Oscar,Best Actor,true
0,Gigi,1959,Oscar,Best Picture,true
0,Gigi,1959,Oscar,Best Director,true
0,Separate Tables,1959,Oscar,Best Actor,true
0,The Bridge on the River Kwai,1958,Oscar,Best Picture,true
0,The Bridge on the River Kwai,1958,Oscar,Best Director,true
0,The Bridge on the River Kwai,1958,Oscar,Best Actor,true
0,Around the World in 80 Days,1957,Oscar,Best Picture,true
0,Giant,1957,Oscar,Best Director,true
0,The King and I,1957,Oscar,Best Actor,true
0,Marty,1956,Oscar,Best Picture,true
0,Marty,1956,Oscar,Best Director,true
0,Marty,1956,Oscar,Best Actor,true
0,On the Waterfront,1955,Oscar,Best Picture,true
0,On the Waterfront,1955,Oscar,Best Director,true
0,On the Waterfront,1955,Oscar,Best Actor,true
0,From Here to Eternity,1954,Oscar,Best Picture,true
0,From Here to Eternity,1954,Oscar,Best Director,true
0,Stalag 17,1954,Oscar,Best Actor,true
0,The Greatest Show on Earth,1953,Oscar,Best Picture,true
0,The Quiet Man,1953,Oscar,Best Director,true
0,High Noon,1953,Oscar,Best Actor,true
0,An American in Paris,1952,Oscar,Best Picture,true
0,A Place in the Sun,1952,Oscar,Best Director,true
0,The African Queen,1952,Oscar,Best Actor,true
0,All About Eve,1951,Oscar,Best Picture,true
0,All About Eve,1951,Oscar,Best Director,true
0,Cyrano de Bergerac,1951,Oscar,Best Actor,true
0,All the King's Men,1950,Oscar,Best Picture,true
0,A Letter to Three Wives,1950,Oscar,Best Director,true
0,All the King's Men,1950,Oscar,Best Actor,true
0,The Accidental Tourist,1989,Oscar,Best Picture,false
0,Dangerous Liaisons,1989,Oscar,Best Picture,false
0,Mississippi Burning,1989,Oscar,Best Picture,false
0,Working Girl,1989,Oscar,Best Picture,false
0,Charles Crichton,1989,Oscar,Best Director,false
0,Mike Nichols,1989,Oscar,Best Director,false
0,Alan Parker,1989,Oscar,Best Director,false
0,Martin Scorsese,1989,Oscar,Best Director,false
0,Gene Hackman,1989,Oscar,Best Actor,false
0,Tom Hanks,1989,Oscar,Best Actor,false
0,Edward James Olmos,1989,Oscar,Best Actor,false
0,Max von Sydow,1989,Oscar,Best Actor,false
0,Broadcast News,1988,Oscar,Best Picture,false
0,Fatal Attraction,1988,Oscar,Best Picture,false
0,Hope and Glory,1988,Oscar,Best Picture,false
0,Moonstruck,1988,Oscar,Best Picture,false
0,John Boorman,1988,Oscar,Best Director,false
0,Lasse Hallström,1988,Oscar,Best Director,false
0,Norman Jewison,1988,Oscar,Best Director,false
0,Adrian Lyne,1988,Oscar,Best Director,false
0,William Hurt,1988,Oscar,Best Actor,false
0,Marcello Mastroianni,1988,Oscar,Best Actor,false
0,Jack Nicholson,1988,Oscar,Best Actor,false
0,Robin Williams,1988,Oscar,Best Actor,false
0,Children of a Lesser God,1987,Oscar,Best Picture,false
0,Hannah and Her Sisters,1987,Oscar,Best Picture,false
0,The Mission,1987,Oscar,Best Picture,false
0,A Room with a View,1987,Oscar,Best Picture,false
0,Woody Allen,1987,Oscar,Best Director,false
0,James Ivory,1987,Oscar,Best Director,false
0,Roland Joffé,1987,Oscar,Best Director,false
0,David Lynch,1987,Oscar,Best Director,false
0,Dexter Gordon,1987,Oscar,Best Actor,false
0,Bob Hoskins,1987,Oscar,Best Actor,false
0,William Hurt,1987,Oscar,Best Actor,false
0,James Woods,1987,Oscar,Best Actor,false
0,The Color Purple,1986,Oscar,Best Picture,false
0,Kiss of the Spider Woman,1986,Oscar,Best Picture,false
0,Prizzi's Honor,1986,Oscar,Best Picture,false
0,Witness,1986,Oscar,Best Picture,false
0,Hector Babenco,1986,Oscar,Best Director,false
0,John Huston,1986,Oscar,Best Director,false
0,Akira Kurosawa,1986,Oscar,Best Director,false
0,Peter Weir,1986,Oscar,Best Director,false
0,Harrison Ford,1986,Oscar,Best Actor,false
0,James Garner,1986,Oscar,Best Actor,false
0,Jack Nicholson,1986,Oscar,Best Actor,false
0,Jon Voight,1986,Oscar,Best Actor,false
0,The Killing Fields,1985,Oscar,Best Picture,false
0,A Passage to India,1985,Oscar,Best Picture,false
0,Places in the Heart,1985,Oscar,Best Picture,false
0,A Soldier's Story,1985,Oscar,Best Picture,false
0,Woody Allen,1985,Oscar,Best Director,false
0,Robert Benton,1985,Oscar,Best Director,false
0,Roland Joffé,1985,Oscar,Best Director,false
0,David Lean,1985,Oscar,Best Director,false
0,Jeff Bridges,1985,Oscar,Best Actor,false
0,Albert Finney,1985,Oscar,Best Actor,false
0,Tom Hulce,1985,Oscar,Best Actor,false
0,Sam Waterston,1985,Oscar,Best Actor,false
0,The Big Chill,1984,Oscar,Best Picture,false
0,The Dresser,1984,Oscar,Best Picture,false
0,The Right Stuff,1984,Oscar,Best Picture,false
0,Tender Mercies,1984,Oscar,Best Picture,false
0,Bruce Beresford,1984,Oscar,Best Director,false
0,Ingmar Bergman,1984,Oscar,Best Director,false
0,Mike Nichols,1984,Oscar,Best Director,false
0,Peter Yates,1984,Oscar,Best Director,false
0,Michael Caine,1984,Oscar,Best Actor,false
0,Tom Conti,1984,Oscar,Best Actor,false
0,Tom Courtenay,1984,Oscar,Best Actor,false
0,Albert Finney,1984,Oscar,Best Actor,false
0,E.T. the Extra-Terrestrial,1983,Oscar,Best Picture,false
0,Missing,1983,Oscar,Best Picture,false
0,Tootsie,1983,Oscar,Best Picture,false
0,The Verdict,1983,Oscar,Best Picture,false
0,Sidney Lumet,1983,Oscar,Best Director,false
0,Wolfgang Petersen,1983,Oscar,Best Director,false
0,Sydney Pollack,1983,Oscar,Best Director,false
0,Steven Spielberg,1983,Oscar,Best Director,false
0,Dustin Hoffman,1983,Oscar,Best Actor,false
0,Jack Lemmon,1983,Oscar,Best Actor,false
0,Paul Newman,1983,Oscar,Best Actor,false
0,Peter O'Toole,1983,Oscar,Best Actor,false
0,Atlantic City,1982,Oscar,Best Picture,false
0,On Golden Pond,1982,Oscar,Best Picture,false
0,Raiders of the Lost Ark,1982,Oscar,Best Picture,false
0,Reds,1982,Oscar,Best Picture,false
0,Hugh Hudson,1982,Oscar,Best Director,false
0,Louis Malle,1982,Oscar,Best Director,false
0,Mark Rydell,1982,Oscar,Best Director,false
0,Steven Spielberg,1982,Oscar,Best Director,false
0,Warren Beatty,1982,Oscar,Best Actor,false
0,Burt Lancaster,1982,Oscar,Best Actor,false
0,Dudley Moore,1982,Oscar,Best Actor,false
0,Paul Newman,1982,Oscar,Best Actor,false
0,Coal Miner's Daughter,1981,Oscar,Best Picture,false
0,The Elephant Man,1981,Oscar,Best Picture,false
0,Raging Bull,1981,Oscar,Best Picture,false
0,Tess,1981,Oscar,Best Picture,false
0,David Lynch,1981,Oscar,Best Director,false
0,Roman Polanski,1981,Oscar,Best Director,false
0,Richard Rush,1981,Oscar,Best Director,false
0,Martin Scorsese,1981,Oscar,Best Director,false
0,Robert Duvall,1981,Oscar,Best Actor,false
0,John Hurt,1981,Oscar,Best Actor,false
0,Jack Lemmon,1981,Oscar,Best Actor,false
0,Peter O'Toole,1981,Oscar,Best Actor,false
0,All That Jazz,1980,Oscar,Best Picture,false
0,Apocalypse Now,1980,Oscar,Best Picture,false
0,Breaking Away,1980,Oscar,Best Picture,false
0,Norma Rae,1980,Oscar,Best Picture,false
0,Francis Ford Coppola,1980,Oscar,Best Director,false
0,Bob Fosse,1980,Oscar,Best Director,false
0,Édouard Molinaro,1980,Oscar,Best Director,false
0,Peter Yates,1980,Oscar,Best Director,false
0,Jack Lemmon,1980,Oscar,Best Actor,false
0,Al Pacino,1980,Oscar,Best Actor,false
0,Roy Scheider,1980,Oscar,Best Actor,false
0,Peter Sellers,1980,Oscar,Best Actor,false
0,Coming Home,1979,Oscar,Best Picture,false
0,Heaven Can Wait,1979,Oscar,Best Picture,false
0,Midnight Express,1979,Oscar,Best Picture,false
0,An Unmarried Woman,1979,Oscar,Best Picture,false
0,Woody Allen,1979,Oscar,Best Director,false
0,Hal Ashby,1979,Oscar,Best Director,false
0,Warren Beatty,1979,Oscar,Best Director,false
0,Alan Parker,1979,Oscar,Best Director,false
0,Warren Beatty,1979,Oscar,Best Actor,false
0,Gary Busey,1979,Oscar,Best Actor,false
0,Robert De Niro,1979,Oscar,Best Actor,false
0,Laurence Olivier,1979,Oscar,Best Actor,false
0,The Goodbye Girl,1978,Oscar,Best Picture,false
0,Julia,1978,Oscar,Best Picture,false
0,Star Wars,1978,Oscar,Best Picture,false
0,The Turning Point,1978,Oscar,Best Picture,false
0,George Lucas,1978,Oscar,Best Director,false
0,Herbert Ross,1978,Oscar,Best Director,false
0,Steven Spielberg,1978,Oscar,Best Director,false
0,Fred Zinnemann,1978,Oscar,Best Director,false
0,Woody Allen,1978,Oscar,Best Actor,false
0,Richard Burton,1978,Oscar,Best Actor,false
0,Marcello Mastroianni,1978,Oscar,Best Actor,false
0,John Travolta,1978,Oscar,Best Actor,false
0,All the President's Men,1977,Oscar,Best Picture,false
0,Bound for Glory,1977,Oscar,Best Picture,false
0,Network,1977,Oscar,Best Picture,false
0,Taxi Driver,1977,Oscar,Best Picture,false
0,Ingmar Bergman,1977,Oscar,Best Director,false
0,Sidney Lumet,1977,Oscar,Best Director,false
0,Alan J. Pakula,1977,Oscar,Best Director,false
0,Lina Wertmüller,1977,Oscar,Best Director,false
0,Robert De Niro,1977,Oscar,Best Actor,false
0,Giancarlo Giannini,1977,Oscar,Best Actor,false
0,William Holden,1977,Oscar,Best Actor,false
0,Sylvester Stallone,1977,Oscar,Best Actor,false
0,Barry Lyndon,1976,Oscar,Best Picture,false
0,Dog Day Afternoon,1976,Oscar,Best Picture,false
0,Jaws,1976,Oscar,Best Picture,false
0,Nashville,1976,Oscar,Best Picture,false
0,Robert Altman,1976,Oscar,Best Director,false
0,Federico Fellini,1976,Oscar,Best Director,false
0,Stanley Kubrick,1976,Oscar,Best Director,false
0,Sidney Lumet,1976,Oscar,Best Director,false
0,Walter Matthau,1976,Oscar,Best Actor,false
0,Al Pacino,1976,Oscar,Best Actor,false
0,Maximilian Schell,1976,Oscar,Best Actor,false
0,James Whitmore,1976,Oscar,Best Actor,false
0,Chinatown,1975,Oscar,Best Picture,false
0,The Conversation,1975,Oscar,Best Picture,false
0,Lenny,1975,Oscar,Best Picture,false
0,The Towering Inferno,1975,Oscar,Best Picture,false
0,John Cassavetes,1975,Oscar,Best Director,false
0,Bob Fosse,1975,Oscar,Best Director,false
0,Roman Polanski,1975,Oscar,Best Director,false
0,François Truffaut,1975,Oscar,Best Director,false
0,Albert Finney,1975,Oscar,Best Actor,false
0,Dustin Hoffman,1975,Oscar,Best Actor,false
0,Jack Nicholson,1975,Oscar,Best Actor,false
0,Al Pacino,1975,Oscar,Best Actor,false
0,American Graffiti,1974,Oscar,Best Picture,false
0,Cries and Whispers,1974,Oscar,Best Picture,false
0,The Exorcist,1974,Oscar,Best Picture,false
0,A Touch of Class,1974,Oscar,Best Picture,false
0,Ingmar Bergman,1974,Oscar,Best Director,false
0,Bernardo Bertolucci,1974,Oscar,Best Director,false
0,William Friedkin,1974,Oscar,Best Director,false
0,George Lucas,1974,Oscar,Best Director,false
0,Marlon Brando,1974,Oscar,Best Actor,false
0,Jack Nicholson,1974,Oscar,Best Actor,false
0,Al Pacino,1974,Oscar,Best Actor,false
0,Robert Redford,1974,Oscar,Best Actor,false
0,Cabaret,1973,Oscar,Best Picture,false
0,Deliverance,1973,Oscar,Best Picture,false
0,The Emigrants,1973,Oscar,Best Picture,false
0,Sounder,1973,Oscar,Best Picture,false
0,John Boorman,1973,Oscar,Best Director,false
0,Francis Ford Coppola,1973,Oscar,Best Director,false
0,Joseph L. Mankiewicz,1973,Oscar,Best Director,false
0,Jan Troell,1973,Oscar,Best Director,false
0,Michael Caine,1973,Oscar,Best Actor,false
0,Laurence Olivier,1973,Oscar,Best Actor,false
0,Peter O'Toole,1973,Oscar,Best Actor,false
0,Paul Winfield,1973,Oscar,Best Actor,false
0,A Clockwork Orange,1972,Oscar,Best Picture,false
0,Fiddler on the Roof,1972,Oscar,Best Picture,false
0,The Last Picture Show,1972,Oscar,Best Picture,false
0,Nicholas and Alexandra,1972,Oscar,Best Picture,false
0,Peter Bogdanovich,1972,Oscar,Best Director,false
0,Norman Jewison,1972,Oscar,Best Director,false
0,Stanley Kubrick,1972,Oscar,Best Director,false
0,John Schlesinger,1972,Oscar,Best Director,false
0,Peter Finch,1972,Oscar,Best Actor,false
0,Walter Matthau,1972,Oscar,Best Actor,false
0,George C. Scott,1972,Oscar,Best Actor,false
0,Topol,1972,Oscar,Best Actor,false
0,Airport,1971,Oscar,Best Picture,false
0,Five Easy Pieces,1971,Oscar,Best Picture,false
0,Love Story,1971,Oscar,Best Picture,false
0,MASH,1971,Oscar,Best Picture,false
0,Robert Altman,1971,Oscar,Best Director,false
0,Federico Fellini,1971,Oscar,Best Director,false
0,Arthur Hiller,1971,Oscar,Best Director,false
0,Ken Russell,1971,Oscar,Best Director,false
0,Melvyn Douglas,1971,Oscar,Best Actor,false
0,James Earl Jones,1971,Oscar,Best Actor,false
0,Jack Nicholson,1971,Oscar,Best Actor,false
0,Ryan O'Neal,1971,Oscar,Best Actor,false
0,Anne of the Thousand Days,1970,Oscar,Best Picture,false
0,Butch Cassidy and the Sundance Kid,1970,Oscar,Best Picture,false
0,Hello Dolly!,1970,Oscar,Best Picture,false
0,Z,1970,Oscar,Best Picture,false
0,Costa-Gavras,1970,Oscar,Best Director,false
0,George Roy Hill,1970,Oscar,Best Director,false
0,Arthur Penn,1970,Oscar,Best Director,false
0,Sydney Pollack,1970,Oscar,Best Director,false
0,Richard Burton,1970,Oscar,Best Actor,false
0,Dustin Hoffman,1970,Oscar,Best Actor,false
0,Peter O'Toole,1970,Oscar,Best Actor,false
0,Jon Voight,1970,Oscar,Best Actor,false
0,Funny Girl,1969,Oscar,Best Picture,false
0,The Lion in Winter,1969,Oscar,Best Picture,false
0,Rachel Rachel,1969,Oscar,Best Picture,false
0,Romeo and Juliet,1969,Oscar,Best Picture,false
0,Anthony Harvey,1969,Oscar,Best Director,false
0,Stanley Kubrick,1969,Oscar,Best Director,false
0,Gillo Pontecorvo,1969,Oscar,Best Director,false
0,Franco Zeffirelli,1969,Oscar,Best Director,false
0,Alan Arkin,1969,Oscar,Best Actor,false
0,Alan Bates,1969,Oscar,Best Actor,false
0,Ron Moody,1969,Oscar,Best Actor,false
0,Peter O'Toole,1969,Oscar,Best Actor,false
0,Bonnie and Clyde,1968,Oscar,Best Picture,false
0,Doctor Dolittle,1968,Oscar,Best Picture,false
0,The Graduate,1968,Oscar,Best Picture,false
